food_portion_modifier,food_portion_gram_weight,food_portion_desription,food_portion_measure_unit_name,food_portion_measure_unit_abbreviation,active,ingredient_id
oz,85,,,,1,9789
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",232,,,,1,9790
oz,85,,,,1,9790
roast (yield from 1601 g raw meat),1166,,,,1,9791
oz,85,,,,1,9791
oz,85,,,,1,9792
roast,629,,,,1,9792
oz,85,,,,1,9793
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",191,,,,1,9793
oz,85,,,,1,9794
roast,629,,,,1,9794
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",217,,,,1,9795
oz,85,,,,1,9795
steak (yield from 233 g raw meat),233,,,,1,9796
oz,85,,,,1,9796
oz,85,,,,1,9797
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",272,,,,1,9797
oz,85,,,,1,9798
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",265,,,,1,9798
roast,658,,,,1,9799
oz,85,,,,1,9799
roast (yield from 600 g raw meat),489,,,,1,9800
oz,85,,,,1,9800
steak (yield from 299 g raw meat),191,,,,1,9801
oz,85,,,,1,9801
roast (yield from 627 g raw meat),515,,,,1,9802
oz,85,,,,1,9802
steak (yield from 281 g raw meat),179,,,,1,9803
oz,85,,,,1,9803
oz,85,,,,1,9804
steak (yield from 281 g raw meat),179,,,,1,9804
roast (yield from 572 g raw meat),464,,,,1,9805
oz,85,,,,1,9805
oz,85,,,,1,9806
roast (yield from 436 g raw meat),346,,,,1,9806
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",333,,,,1,9806
roast (yield from 445 g raw meat),355,,,,1,9807
oz,85,,,,1,9807
oz,85,,,,1,9808
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",330,,,,1,9808
roast (yield from 1405 g raw meat),1138,,,,1,9809
oz,85,,,,1,9809
oz,85,,,,1,9810
roast (yield from 1388 g raw meat),1141,,,,1,9810
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",320,,,,1,9811
oz,85,,,,1,9811
oz,85,,,,1,9812
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",267,,,,1,9812
oz,85,,,,1,9813
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",261,,,,1,9813
oz,85,,,,1,9814
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",261,,,,1,9814
steak,117,,,,1,9815
oz,85,,,,1,9815
oz,85,,,,1,9816
steak (yield from 161 g raw meat),126,,,,1,9816
steak (yield from 203 g raw meat),164,,,,1,9817
oz,85,,,,1,9817
package (3.12 oz),88,,,,1,9818
"portion, amount to make 1/2 cup",22,,,,1,9818
package (3 oz),85,,,,1,9819
"portion, amount to make 1/2 cup",21,,,,1,9819
oz,85,,,,1,9820
steak,119,,,,1,9820
package (3.5 oz),92,,,,1,9821
"portion, amount to make 1/2 cup",23,,,,1,9821
bag (8 oz),227,,,,1,9822
oz,28.35,,,,1,9822
oz,28.35,,,,1,9823
cup,8,,,,1,9824
oz,28.35,,,,1,9824
bag (8 oz),227,,,,1,9825
oz,28.35,,,,1,9825
twists,60,,,,1,9826
oz,28.35,,,,1,9826
cake,9,,,,1,9827
cakes,18,,,,1,9827
cake,9,,,,1,9828
cakes,18,,,,1,9828
cake,9,,,,1,9829
cakes,18,,,,1,9829
oz,28.35,,,,1,9830
oz,28.35,,,,1,9831
cup,11,,,,1,9832
oz,28.35,,,,1,9832
serving 1.2 fl oz pop,33,,,,1,9833
oz,28.35,,,,1,9834
serving 1 packet,1,,,,1,9835
serving,84,,,,1,9836
serving 1.75 fl oz pop,55,,,,1,9837
serving 3.5 fl oz bar,74,,,,1,9838
serving 1/2 cup,68,,,,1,9839
serving 1/2 cup,68,,,,1,9840
serving 1/2 cup,69,,,,1,9841
serving 1/2 cup,72,,,,1,9842
serving 1/2 cup,68,,,,1,9843
serving 1 pop,44,,,,1,9844
serving 2 pops,80,,,,1,9845
serving 1/2 cup,68,,,,1,9846
serving 1/2 cup,68,,,,1,9847
individual (3.5 fl oz),58,,,,1,9848
oz,28.35,,,,1,9849
bar,162,,,,1,9849
oz,28.35,,,,1,9850
bar,101,,,,1,9850
oz,28.35,,,,1,9851
bar,127,,,,1,9851
serving 1.5 oz,42,,,,1,9852
milliliter,80,,,,1,9853
oz,28.35,,,,1,9854
bar,112,,,,1,9854
tsp,6.9,,,,1,9855
cup,55,,,,1,9855
piece,60,,,,1,9856
serving,44,,,,1,9857
tablespoon,19,,,,1,9858
bar,47,,,,1,9859
cup,184,,,,1,9860
cup,200,,,,1,9861
cup,157,,,,1,9862
serving,14,,,,1,9863
cup,170,,,,1,9864
cup,182,,,,1,9865
tbsp,8.4,,,,1,9865
cup,166,,,,1,9866
cup,76,,,,1,9867
cup,117,,,,1,9868
serving,80,,,,1,9869
serving,222,,,,1,9870
sandwich,155,,,,1,9871
sandwich,182,,,,1,9872
sandwich,220,,,,1,9873
sandwich,187,,,,1,9874
sandwich,134,,,,1,9875
inch sub,381,,,,1,9876
inch sub,190,,,,1,9876
inch sub,474,,,,1,9877
inch sub,237,,,,1,9877
package,116,,,,1,9878
cup,191,,,,1,9878
piece,22,,,,1,9879
biscuit,55,,,,1,9880
serving 4 pieces,201,,,,1,9881
strip,50,,,,1,9881
serving,77,,,,1,9882
piece,5.5,,,,1,9882
slice 1/8 per pizza,155,,,,1,9883
slice 1/10 per pizza,124,,,,1,9883
inch sub,413,,,,1,9884
inch sub,207,,,,1,9884
inch sub,228,,,,1,9885
inch sub,457,,,,1,9885
inch sub,413,,,,1,9886
inch sub,207,,,,1,9886
inch sub,198,,,,1,9887
inch sub,396,,,,1,9887
inch sub,401,,,,1,9888
inch sub,201,,,,1,9888
inch sub,201,,,,1,9889
inch sub,401,,,,1,9889
inch sub,296,,,,1,9890
inch sub,148,,,,1,9890
inch sub,148,,,,1,9891
inch sub,296,,,,1,9891
inch sub,198,,,,1,9892
inch sub,396,,,,1,9892
inch sub,196,,,,1,9893
inch sub,391,,,,1,9893
inch sub,237,,,,1,9894
inch sub,474,,,,1,9894
serving 9 servings per 24 oz package,81,,,,1,9895
serving 3 servings per 15.1 oz package,151,,,,1,9895
package 15.1 oz pizza,452,,,,1,9895
package 24 oz pizza,727,,,,1,9895
package 9.8 oz pizza,293,,,,1,9895
serving 2 servings per 9.8 oz package,146,,,,1,9895
serving 1 serving per 8 oz box,199,,,,1,9895
package 8 oz pizza,199,,,,1,9895
sandwich,134,,,,1,9896
sandwich,152,,,,1,9897
item 4 oz,119,,,,1,9898
item,171,,,,1,9899
item,236,,,,1,9900
item,117,,,,1,9901
item,129,,,,1,9902
item,310,,,,1,9903
small 12 oz. cup,227,,,,1,9904
medium 16 oz. cup,298,,,,1,9904
junior 6 oz. cup,113,,,,1,9904
medium serving,117,,,,1,9905
large serving,160,,,,1,9905
small serving,74,,,,1,9905
sandwich,99,,,,1,9906
item,133,,,,1,9907
sandwich,220,,,,1,9908
sandwich,199,,,,1,9909
each taco,69,,,,1,9910
each taco,102,,,,1,9911
item,248,,,,1,9912
item,248,,,,1,9913
serving,80,,,,1,9914
serving,222,,,,1,9915
strip,53,,,,1,9916
biscuit,49,,,,1,9917
cup,191,,,,1,9918
package,112,,,,1,9918
strip,47,,,,1,9919
wing wing without skin,39,,,,1,9920
wing bone and skin removed,23,,,,1,9920
"breast, bone and skin removed",121,,,,1,9922
"breast, without skin",140,,,,1,9922
"drumstick, bone and skin removed",41,,,,1,9923
"drumstick, without skin",57,,,,1,9923
"thigh, with skin",135,,,,1,9924
"thigh, bone and skin removed",60,,,,1,9924
"thigh, without skin",86,,,,1,9924
"wing, without skin",39,,,,1,9925
"wing, bone and skin removed",23,,,,1,9925
"wing, with skin",60,,,,1,9925
"breast, bone and skin removed",121,,,,1,9926
"breast, without skin",140,,,,1,9926
"breast, with skin",212,,,,1,9926
"drumstick, with skin",81,,,,1,9927
"drumstick, without skin",57,,,,1,9927
"drumstick, bone and skin removed",41,,,,1,9927
thigh thigh without skin,83,,,,1,9929
thigh bone and skin removed,54,,,,1,9929
"wing without skin, bone and breading",16,,,,1,9930
"breast, bone and skin removed",99,,,,1,9931
"breast, with skin",194,,,,1,9931
"breast, without skin",132,,,,1,9931
"drumstick, with skin",76,,,,1,9932
"drumstick, bone and skin removed",44,,,,1,9932
"drumstick, without skin",59,,,,1,9932
item,149,,,,1,9933
breast without skin,142,,,,1,9934
breast bone and skin removed,107,,,,1,9934
"drumstick, drumstick without skin",56,,,,1,9935
"drumstick, bone and skin removed",40,,,,1,9935
thigh without skin,84,,,,1,9936
thigh bone and skin removed,66,,,,1,9936
thigh bone and skin removed,66,,,,1,9937
thigh without skin,84,,,,1,9937
thigh with skin,136,,,,1,9937
"wing, without skin",37,,,,1,9938
"wing, with skin",58,,,,1,9938
"wing, bone and skin removed",20,,,,1,9938
"pie 12"" diameter",688,,,,1,9939
slice 1/4 of pie,164,,,,1,9939
"pie 12"" diameter",729,,,,1,9940
slice 1/4 of pie,183,,,,1,9940
slice 1/4 of pie,227,,,,1,9941
"pie 12"" diameter",876,,,,1,9941
slice 1/4 of pie,155,,,,1,9942
pie 24.8 oz,595,,,,1,9942
pizza,1017,,,,1,9943
slice,127,,,,1,9943
pizza,670,,,,1,9944
slice,88,,,,1,9944
pizza,932,,,,1,9945
slice,116,,,,1,9945
sandwich,230,,,,1,9946
slice,79,,,,1,9947
pizza,563,,,,1,9947
pizza,597,,,,1,9948
slice,78,,,,1,9948
pizza,1003,,,,1,9949
slice,125,,,,1,9949
slice,69,,,,1,9950
pie,556,,,,1,9950
pizza,634,,,,1,9951
slice,80,,,,1,9951
sandwich,162,,,,1,9952
cup,38,,,,1,9953
leaf,32,,,,1,9953
"cup (1"" pieces)",19,,,,1,9953
"cup (1"" pieces)",144,,,,1,9954
"cup (1"" pieces)",72,,,,1,9954
broadbean,8,,,,1,9955
cup,109,,,,1,9955
bunch,608,,,,1,9957
"cup, chopped or diced",44,,,,1,9957
stalk,151,,,,1,9957
"spear (about 5"" long)",31,,,,1,9957
NLEA serving,148,,,,1,9957
cup chopped,91,,,,1,9957
package (10 oz) yields,250,,,,1,9958
cup,92,,,,1,9958
cup chopped,40,,,,1,9959
stalk,19,,,,1,9959
bunch cooked,437,,,,1,9960
NLEA serving,85,,,,1,9960
sprout,19,,,,1,9961
cup,88,,,,1,9961
cup,94,,,,1,9962
petiole,5,,,,1,9962
root,166,,,,1,9964
"cup (1"" pieces)",125,,,,1,9964
stalks,45,,,,1,9965
"cup, chopped",124,,,,1,9965
"cup, shredded",70,,,,1,9966
"cup, shredded",145,,,,1,9967
leaf,14,,,,1,9968
"cup, shredded",70,,,,1,9968
head,840,,,,1,9968
cup,150,,,,1,9969
cup grated,110,,,,1,9970
slice,3,,,,1,9970
"strip large (3"" long)",7,,,,1,9970
"small (5-1/2"" long)",50,,,,1,9970
medium,61,,,,1,9970
"large (7-1/4"" to 8-/1/2"" long)",72,,,,1,9970
cup chopped,128,,,,1,9970
strip medium,4,,,,1,9970
cup strips or slices,122,,,,1,9970
carrot,46,,,,1,9971
tbsp,9.7,,,,1,9971
cup slices,78,,,,1,9971
can (303 x 406),454,,,,1,9972
cup slices,123,,,,1,9972
"cup, shredded",170,,,,1,9973
"cup, sliced",146,,,,1,9974
can (303 x 406),284,,,,1,9974
slice,2.8,,,,1,9974
"cup, mashed",228,,,,1,9974
"cup (1"" pieces)",62,,,,1,9975
flowerets,54,,,,1,9975
"cup (1"" pieces)",66,,,,1,9976
package (10 oz),284,,,,1,9976
"cup (1"" pieces)",180,,,,1,9977
cup,156,,,,1,9978
"cup (1"" pieces)",132,,,,1,9979
"chayote (5-3/4"")",203,,,,1,9979
"cup, chopped",175,,,,1,9980
"cup (1"" pieces)",160,,,,1,9981
cup,45,,,,1,9982
head,53,,,,1,9982
"cup (1"" pieces)",100,,,,1,9983
"cup, chopped",36,,,,1,9984
"cup, chopped",190,,,,1,9985
package (10 oz),95,,,,1,9986
package (10 oz),284,,,,1,9986
package (3 lb),1361,,,,1,9986
can (303 x 406),482,,,,1,9987
cup,256,,,,1,9987
package (10 oz),95,,,,1,9988
package (10 oz),284,,,,1,9988
"cup, chopped or diced",105,,,,1,9989
tbsp chopped,15,,,,1,9989
package (10 oz),284,,,,1,9990
package (10 oz),95,,,,1,9990
cup,210,,,,1,9991
rings,85,,,,1,9992
package (9 oz),255,,,,1,9992
package (16 oz),454,,,,1,9992
"rings, medium (2-3"" dia)",60,,,,1,9993
"rings, small (1-2"" dia)",48,,,,1,9993
"rings, large (3-4"" dia)",71,,,,1,9993
cup,48,,,,1,9993
cup slices,133,,,,1,9994
cup chopped,60,,,,1,9995
tbsp,3.8,,,,1,9995
sprigs,10,,,,1,9995
cup,160,,,,1,9996
package (10 oz) yields,253,,,,1,9996
cup,145,,,,1,9997
cup,160,,,,1,9998
can (303 x 406),482,,,,1,9999
cup,124,,,,1,9999
cup,120,,,,1,10000
cup,255,,,,1,10002
package (10 oz),284,,,,1,10003
cup,70,,,,1,10003
"cup, chopped or diced",68,,,,1,10004
pepper,73,,,,1,10004
"cup, chopped",149,,,,1,10005
"cup, sliced",92,,,,1,10005
"ring (3"" dia, 1/4"" thick)",10,,,,1,10005
strips,27,,,,1,10005
"large (2-1/4 per lb, approx 3-3/4"" long, 3"" dia)",164,,,,1,10005
"medium (approx 2-3/4"" long, 2-1/2"" dia)",119,,,,1,10005
small,74,,,,1,10005
tbsp,9.3,,,,1,10005
"cup, chopped or strips",135,,,,1,10006
"tablespoon, chopped",11.6,,,,1,10006
"cup, halves",140,,,,1,10007
cup,153,,,,1,10008
cup,240,,,,1,10009
cup,160,,,,1,10010
tbsp,10,,,,1,10011
cup,165,,,,1,10011
"potato medium (2-1/4"" to 3-1/4"" dia)",173,,,,1,10012
"potato large (3"" to 4-1/4"" dia)",299,,,,1,10012
"potato small (1-3/4"" to 2-1/2"" dia)",138,,,,1,10012
"potato large (3"" to 4-1/4"" dia.",299,,,,1,10013
"potato medium (2-1/4"" to 3-1/4"" dia.)",173,,,,1,10013
"potato small (1-3/4"" to 2-1/2"" dia.)",138,,,,1,10013
strip,82,,,,1,10014
oz,85,,,,1,10014
strip,69,,,,1,10015
cup,78,,,,1,10016
"potato (2-1/2"" dia, sphere)",136,,,,1,10016
skin,34,,,,1,10017
"small (1-3/4"" to 2-1/2"" dia.)",125,,,,1,10018
"large (3"" to 4-1/4"" dia.)",300,,,,1,10018
"medium (2-1/4"" to 3-1/4"" dia.)",167,,,,1,10018
cup,78,,,,1,10018
cup,78,,,,1,10019
"potato (2-1/3"" x 4-3/4"")",156,,,,1,10019
"cup, whole",300,,,,1,10020
can (303 x 406),454,,,,1,10020
potato,35,,,,1,10021
cup,180,,,,1,10021
cup,60,,,,1,10022
cup,210,,,,1,10023
cup,245,,,,1,10024
package (5.5 oz),156,,,,1,10025
package (5.5 oz),26,,,,1,10025
"package yield, 5.5 oz",822,,,,1,10026
package (5.5 oz) yields,137,,,,1,10026
package (5.5 oz),26,,,,1,10027
package (5.5 oz),156,,,,1,10027
"package yield, 5.5 oz",822,,,,1,10028
package (5.5 oz) yields,137,,,,1,10028
cup (unprepared),245,,,,1,10028
strip,30,,,,1,10029
cup slices,137,,,,1,10032
medium,123,,,,1,10033
small,91,,,,1,10033
large,182,,,,1,10033
cup,180,,,,1,10033
slice or wedge,20,,,,1,10033
"medium whole (2-3/5"" dia)",123,,,,1,10034
"slice, medium (1/4"" thick)",20,,,,1,10034
cherry,17,,,,1,10034
"large whole (3"" dia)",182,,,,1,10034
Italian tomato,62,,,,1,10034
"slice, thin/small",15,,,,1,10034
"cup, chopped or sliced",180,,,,1,10034
"small whole (2-2/5"" dia)",91,,,,1,10034
"slice, thick/large (1/2"" thick)",27,,,,1,10034
wedge (1/4 of medium tomato),31,,,,1,10034
NLEA serving,148,,,,1,10034
plum tomato,62,,,,1,10034
cup cherry tomatoes,149,,,,1,10034
strip,21,,,,1,10035
fl oz,182,,,,1,10036
cup,243,,,,1,10036
cup,250,,,,1,10037
can (29 oz) (401 x 411),822,,,,1,10037
cup,250,,,,1,10039
"can, 15 oz (303 x 406)",411,,,,1,10039
cup,244,,,,1,10040
"can, 15 oz (303 x 406)",425,,,,1,10040
can (6 oz),170,,,,1,10041
tbsp,16,,,,1,10041
cup,66,,,,1,10041
cup,262,,,,1,10041
medium,122,,,,1,10042
slice,15,,,,1,10042
"cup, cubes",65,,,,1,10042
small,61,,,,1,10042
large,183,,,,1,10042
"cup, cubes",130,,,,1,10042
"cup, chopped",144,,,,1,10043
"can, 15 oz (303 x 406)",425,,,,1,10044
cup,117,,,,1,10044
"cup, chopped",71,,,,1,10045
"frond (6-1/2"" long)",31,,,,1,10045
"cup, chopped or diced",82,,,,1,10046
package (10 oz),284,,,,1,10046
package (10 oz),95,,,,1,10047
package (3 lb),1361,,,,1,10047
package (10 oz),284,,,,1,10047
package (10 oz),95,,,,1,10048
package (10 oz),284,,,,1,10048
pack (2-1/2 lb),1134,,,,1,10048
package (10 oz) yields,275,,,,1,10049
cup,91,,,,1,10049
fl oz,182,,,,1,10050
cup,254,,,,1,10050
"cup, cubes",175,,,,1,10052
cup slices,44,,,,1,10053
pod,16,,,,1,10053
cup,62,,,,1,10054
cup,164,,,,1,10055
package (10 oz) yields,220,,,,1,10055
cup slices,246,,,,1,10057
cup slices,227,,,,1,10058
"cup (1"" pieces)",89,,,,1,10059
cup slices,100,,,,1,10061
"pod (15-1/3"" long)",11,,,,1,10061
cup slices,118,,,,1,10062
cup,0.8,,,,1,10063
tbsp,0.2,,,,1,10063
slice,9.9,,,,1,10064
"cup, sliced",113,,,,1,10064
small,118,,,,1,10064
medium,196,,,,1,10064
large,323,,,,1,10064
"cup, sliced",180,,,,1,10065
"cup, cubes",116,,,,1,10066
cup,1.4,,,,1,10067
tbsp,0.4,,,,1,10067
"cup, cubes",205,,,,1,10068
fl oz,29.5,,,,1,10069
cup,236,,,,1,10069
cup (#6 scoop),167,,,,1,10070
cup,250,,,,1,10070
cup,210,,,,1,10071
recipe yield,813,,,,1,10072
cup,136,,,,1,10072
cup,112,,,,1,10073
tablespoon,7,,,,1,10073
tbsp (1/8 cup),10,,,,1,10074
pepper,45,,,,1,10075
"cup, chopped or diced",75,,,,1,10075
cup,194,,,,1,10076
recipe yield,1162,,,,1,10076
tbsp chopped,10,,,,1,10077
cup,74,,,,1,10078
cup,121,,,,1,10079
"cup, chopped",158,,,,1,10080
tomato,111,,,,1,10080
package (10 oz) yields,212,,,,1,10081
"cup, chopped or diced",150,,,,1,10081
"cup, chopped",180,,,,1,10082
"cup, chopped",180,,,,1,10083
cup,210,,,,1,10084
"parsnip (9"" long)",160,,,,1,10085
cup slices,78,,,,1,10085
"cup, chopped",140,,,,1,10086
cup,160,,,,1,10087
package (10 oz) yields,253,,,,1,10088
cup,160,,,,1,10088
cup,255,,,,1,10090
package (10 oz) yields,278,,,,1,10091
cup,80,,,,1,10091
cup,180,,,,1,10092
pepper,73,,,,1,10093
"cup, chopped",92,,,,1,10093
tbsp,12,,,,1,10093
"tablespoon, chopped",11.6,,,,1,10094
"cup, chopped or strips",135,,,,1,10094
cup,153,,,,1,10095
cup,165,,,,1,10096
skin,34,,,,1,10097
cup,78,,,,1,10098
"medium (2-1/4"" to 2-1/4"" dia.)",167,,,,1,10098
"small (1-3/4"" to 2-1/2"" dia.)",125,,,,1,10098
"large (3"" to 4-1/4"" dia.)",300,,,,1,10098
"potato (2-1/3"" x 4-3/4"")",202,,,,1,10099
cup,78,,,,1,10100
"potato (2-1/3"" x 4-3/4"")",156,,,,1,10100
strips,65,,,,1,10101
package (9 oz),255,,,,1,10101
cup,245,,,,1,10102
"cup, mashed",245,,,,1,10103
cup,245,,,,1,10104
"cup, mashed",120,,,,1,10105
cup slices,135,,,,1,10106
cup,180,,,,1,10107
cup,180,,,,1,10108
cup,245,,,,1,10109
cup slices,192,,,,1,10110
"cup, mashed",120,,,,1,10111
cup slices,90,,,,1,10111
cup slices,90,,,,1,10112
"cup, mashed",120,,,,1,10112
cup,223,,,,1,10113
"cup, mashed",240,,,,1,10114
"cup, cubes",205,,,,1,10115
"cup, mashed",236,,,,1,10116
cup,192,,,,1,10117
"cup, mashed",328,,,,1,10118
medium,151,,,,1,10118
cup,155,,,,1,10119
"cup, cubes",176,,,,1,10120
cup slices,132,,,,1,10121
cup,145,,,,1,10122
fl oz,30.4,,,,1,10123
fl oz,182,,,,1,10123
cup,243,,,,1,10123
cup,250,,,,1,10124
can (29 oz) (401 x 411),822,,,,1,10124
"cup, cubes",156,,,,1,10125
"cup, mashed",230,,,,1,10125
cup,156,,,,1,10126
"cup, cubes",175,,,,1,10127
cup,31,,,,1,10128
cup,62,,,,1,10128
"cup, cubes",136,,,,1,10129
"cup, cubes",68,,,,1,10129
oz (8-14 seeds),28.35,,,,1,10130
cup,160,,,,1,10131
oz,28.35,,,,1,10131
oz,28.35,,,,1,10132
cup,94,,,,1,10133
tbsp,5,,,,1,10133
cup,129,,,,1,10134
oz,28.35,,,,1,10134
cup,118,,,,1,10135
oz,28.35,,,,1,10135
oz,28.35,,,,1,10136
oz,28.35,,,,1,10137
oz,28.35,,,,1,10138
cup,140,,,,1,10139
"cup, with hulls, edible yield",46,,,,1,10139
cup,128,,,,1,10140
oz,28.35,,,,1,10140
oz,28.35,,,,1,10141
oz,28.35,,,,1,10142
cup,135,,,,1,10142
oz,28.35,,,,1,10143
oz,28.35,,,,1,10144
oz (23 whole kernels),28.35,,,,1,10145
almond,1.2,,,,1,10145
"cup, whole",143,,,,1,10145
"cup, ground",95,,,,1,10145
"cup, sliced",92,,,,1,10145
"cup, slivered",108,,,,1,10145
oz,28.35,,,,1,10146
cup whole kernels,145,,,,1,10146
tbsp,9.1,,,,1,10146
kernel,5,,,,1,10147
oz (6 kernels),28.35,,,,1,10147
"cup, whole",133,,,,1,10147
oz,28.35,,,,1,10148
"cup, halves and whole",137,,,,1,10148
tbsp,8.6,,,,1,10148
"cup, whole",129,,,,1,10149
"cup, halves and pieces",129,,,,1,10149
oz (18 kernels),28.35,,,,1,10149
oz,28.35,,,,1,10150
oz,28.35,,,,1,10151
cup,145,,,,1,10151
oz,28.35,,,,1,10152
nutmeat,3,,,,1,10152
cup,120,,,,1,10152
oz,28.35,,,,1,10153
oz,28.35,,,,1,10154
cup,85,,,,1,10155
oz,28.35,,,,1,10155
cup,77,,,,1,10156
oz,114,,,,1,10156
oz,28.35,,,,1,10157
tbsp,15,,,,1,10158
cup,240,,,,1,10158
"cup, chopped",115,,,,1,10159
nuts,14,,,,1,10159
"cup, whole",135,,,,1,10159
"cup, ground",75,,,,1,10159
oz (21 whole kernels),28.35,,,,1,10159
oz,28.35,,,,1,10160
oz,28.35,,,,1,10161
oz,28.35,,,,1,10162
oz,28.35,,,,1,10163
cup,131,,,,1,10163
cup,147,,,,1,10164
oz,28.35,,,,1,10165
cup,134,,,,1,10165
cup,144,,,,1,10166
oz,28.35,,,,1,10166
cup,110,,,,1,10167
oz (15 halves),28.35,,,,1,10167
cup,120,,,,1,10168
oz (15 kernels),28.35,,,,1,10168
nuts,1,,,,1,10169
oz,28.35,,,,1,10169
oz,28,,,,1,10170
oz,28,,,,1,10171
oz,28.35,,,,1,10172
oz (167 kernels),28.35,,,,1,10173
nuts,1.7,,,,1,10173
cup,135,,,,1,10173
tbsp,10,,,,1,10174
cup,149,,,,1,10174
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",308,,,,1,10175
oz,85,,,,1,10175
oz,85,,,,1,10176
oz,113,,,,1,10177
oz,28.35,,,,1,10177
package,396,,,,1,10178
oz,113,,,,1,10178
steak,56,,,,1,10178
oz,28.35,,,,1,10179
slice (3/4 oz),21,,,,1,10179
steak,732,,,,1,10180
oz,113,,,,1,10180
roast,977,,,,1,10180
slices,28,,,,1,10181
steak,353,,,,1,10182
oz,85,,,,1,10182
oz,85,,,,1,10183
steak,293,,,,1,10183
slice (1 oz),28,,,,1,10184
sausage,43,,,,1,10185
oz,28.35,,,,1,10185
oz,113,,,,1,10186
steak,483,,,,1,10186
oz,85,,,,1,10187
oz,85,,,,1,10188
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",314,,,,1,10189
oz,85,,,,1,10189
oz,85,,,,1,10190
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",264,,,,1,10190
roast (yield from 1675 g raw meat),1236,,,,1,10191
oz,85,,,,1,10191
roast (yield from 1528g raw meat),1095,,,,1,10192
oz,85,,,,1,10192
roast (yield from 1675 g raw meat),1236,,,,1,10193
oz,85,,,,1,10193
oz,85,,,,1,10194
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",235,,,,1,10194
steak (Yield from 418 g raw meat),270,,,,1,10195
oz,85,,,,1,10195
oz,85,,,,1,10196
roast,658,,,,1,10196
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",290,,,,1,10197
oz,85,,,,1,10197
oz,85,,,,1,10198
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",286,,,,1,10198
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",214,,,,1,10199
oz,85,,,,1,10199
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",207,,,,1,10200
oz,85,,,,1,10200
steak (yield from 296 g raw meat),233,,,,1,10201
oz,85,,,,1,10201
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",220,,,,1,10202
oz,85,,,,1,10202
oz,85,,,,1,10203
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",220,,,,1,10203
steak (yield from 290 g raw meat),185,,,,1,10204
oz,85,,,,1,10204
oz,85,,,,1,10205
roast (yield from 572 g raw meat),464,,,,1,10205
steak (yield from 290 g raw meat),185,,,,1,10206
oz,85,,,,1,10206
roast (yield from 600 g raw meat),489,,,,1,10207
oz,85,,,,1,10207
oz,85,,,,1,10208
steak (yield from 299 g raw meat),191,,,,1,10208
oz,85,,,,1,10209
roast (yield from 627 g raw meat),515,,,,1,10209
roast (yield from 426 g raw meat),337,,,,1,10210
oz,85,,,,1,10210
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",330,,,,1,10211
oz,85,,,,1,10211
roast (yield from 436 g raw meat),346,,,,1,10211
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",331,,,,1,10212
roast (yield from 445 g raw meat),355,,,,1,10212
oz,85,,,,1,10212
roast (yield from 1405 g raw meat),1138,,,,1,10213
oz,85,,,,1,10213
roast (yield from 1388 g raw meat),1141,,,,1,10214
oz,85,,,,1,10214
oz,85,,,,1,10215
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",267,,,,1,10215
oz,85,,,,1,10216
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",267,,,,1,10216
oz,85,,,,1,10217
"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",296,,,,1,10217
roast (yield from 426 g raw meat),337,,,,1,10217
steak (yield from 136 g raw meat),108,,,,1,10218
oz,85,,,,1,10218
oz,85,,,,1,10219
steak,119,,,,1,10219
oz,85,,,,1,10220
steak,121,,,,1,10220
steak,117,,,,1,10221
oz,85,,,,1,10221
package (3.12 oz),88,,,,1,10222
"portion, amount to make 1/2 cup",22,,,,1,10222
tbsp,20,,,,1,10223
packet (0.5 oz),14,,,,1,10223
cup,315,,,,1,10224
tbsp,20,,,,1,10224
cakes,18,,,,1,10225
cake,9,,,,1,10225
oz,28.35,,,,1,10226
bag (8 oz),227,,,,1,10226
oz,28.35,,,,1,10227
bag (8 oz),227,,,,1,10227
oz,28.35,,,,1,10228
twists,60,,,,1,10228
